year,country_id,country_name,population,gdp,gdp_per_capita,stability,democracy,corruption,unemployment,net_migration,birth_rate,death_rate,inflation,resource_reserve_index
5,21,Country_22,11278442,2315293500.25,205.28,36.35,53.99,21.09,7.76,-73577,0.0090,0.0096,0.0318,0.43
5,22,Country_23,1851800,283569541.65,153.13,8.14,61.97,8.26,24.93,-9227,0.0018,0.0307,0.0240,0.10
5,23,Country_24,2301083,746839793.37,324.56,26.42,78.44,24.98,11.86,-20153,0.0080,0.0117,0.0148,0.16
5,24,Country_25,37177523,8269800463.31,222.44,0.00,55.36,77.33,25.86,-763306,0.0000,0.0308,0.0328,0.47
5,25,Country_26,737120,77071743.15,104.56,17.12,30.99,35.05,12.10,-6177,0.0070,0.0190,0.0303,0.09
5,26,Country_27,677577,130010009.63,191.87,42.71,79.72,26.31,8.01,-2119,0.0168,0.0088,0.0302,0.10
5,27,Country_28,20841782,6997143712.83,335.73,51.99,52.49,2.69,4.66,-100480,0.0255,0.0217,0.0173,0.42
5,28,Country_29,1428024,299669380.18,209.85,45.73,68.15,17.54,10.61,-5328,0.0097,0.0227,0.0192,0.15
5,29,Country_30,872238,202413050.11,232.06,27.13,67.86,17.64,27.80,-6159,0.0105,0.0218,0.0165,0.04
5,30,Country_31,129706477,38438888020.96,296.35,74.03,31.27,8.55,10.74,-877811,0.0348,0.0149,0.0125,0.36
5,31,Country_32,26001231,2805121834.63,107.88,2.04,66.25,77.40,30.94,-854013,0.0004,0.0234,0.0259,0.12
5,32,Country_33,89256188,34164424641.81,382.77,99.77,73.20,5.85,22.43,-233425,0.0400,0.0312,0.0340,0.27
5,33,Country_34,1205386,211042883.90,175.08,0.00,19.37,89.73,28.55,-59434,0.0000,0.0319,0.0246,0.11
5,34,Country_35,4250855,1563448972.70,367.80,36.50,25.43,20.86,20.92,-45082,0.0073,0.0353,0.0187,0.22
5,35,Country_36,109579868,24481104198.58,223.41,28.46,38.12,2.72,21.26,-728128,0.0087,0.0301,0.0159,1.52
5,36,Country_37,103284001,49182646162.83,476.19,88.03,81.61,14.22,24.08,-246597,0.0409,0.0148,0.0265,0.17
5,37,Country_38,724715,203578965.32,280.91,14.78,43.10,55.34,18.72,-15098,0.0070,0.0300,0.0326,0.23
5,38,Country_39,143291641,39894536635.78,278.41,100.00,79.63,0.69,25.23,-284922,0.0208,0.0209,0.0387,0.58
5,39,Country_40,435701430,93315705798.74,214.17,41.42,24.05,92.26,11.11,-6278639,0.0181,0.0200,0.0223,1.60
5,40,Country_41,1358612,277330635.34,204.13,17.10,22.46,16.68,12.52,-13659,0.0070,0.0243,0.0243,0.03
5,41,Country_42,3793018,1377443057.74,363.15,19.12,77.72,47.98,27.66,-77378,0.0068,0.0089,0.0344,0.23
5,42,Country_43,2030087,651036063.41,320.69,3.01,62.25,88.62,27.30,-28373,0.0011,0.0254,0.0185,0.07
5,43,Country_44,655728,212634587.49,324.27,17.01,25.93,89.57,11.09,-15869,0.0039,0.0149,0.0391,0.03
5,44,Country_45,107179559,8639252996.73,80.61,13.58,68.52,69.93,28.26,-2754887,0.0056,0.0235,0.0205,0.12
5,45,Country_46,3207057,587235764.02,183.11,42.10,51.06,27.74,7.83,-16876,0.0120,0.0214,0.0188,0.07
5,46,Country_47,15131580,3583822096.11,236.84,30.29,64.47,88.45,25.64,-163923,0.0106,0.0122,0.0248,0.09
5,47,Country_48,82345868,43490638005.11,528.15,92.85,64.30,24.30,19.44,-330580,0.0242,0.0322,0.0281,1.60
5,48,Country_49,3297974,643814129.32,195.22,0.00,43.72,26.73,22.39,-52812,0.0000,0.0327,0.0246,0.07
5,49,Country_50,2570123,353361682.91,137.49,27.68,64.66,25.55,17.77,-17619,0.0092,0.0285,0.0298,0.03
6,0,Country_1,40998703,5601732769.42,136.63,41.31,42.25,1.20,17.91,-245738,0.0106,0.0125,0.0145,0.09
6,1,Country_2,1288037,256872561.16,199.43,41.19,49.25,24.52,8.67,-12086,0.0179,0.0307,0.0435,0.07
6,2,Country_3,4071528,1336247398.88,328.19,31.33,34.88,88.42,4.91,-45304,0.0062,0.0264,0.0281,0.05
6,3,Country_4,18838776,2672653908.46,141.87,32.86,40.24,19.00,25.12,-132811,0.0074,0.0300,0.0392,0.23
6,4,Country_5,515322488,293394987323.92,569.34,100.00,60.63,2.44,11.43,-1877250,0.0454,0.0332,0.0279,0.75
6,5,Country_6,4208164,363616348.18,86.41,0.00,31.52,89.14,28.41,-99503,0.0000,0.0142,0.0304,0.02
6,6,Country_7,88650527,36300020404.15,409.47,72.38,81.77,21.90,11.12,-249186,0.0327,0.0288,0.0334,0.18
6,7,Country_8,60640127,10426833895.92,171.95,20.47,59.42,83.16,7.75,-320964,0.0083,0.0126,0.0184,0.14
6,8,Country_9,86519133,9259165256.21,107.02,39.22,32.70,14.34,18.88,-726406,0.0133,0.0221,0.0138,0.65
6,9,Country_10,39672706,2435717692.54,61.40,0.00,47.99,75.58,29.82,-1649050,0.0000,0.0281,0.0196,0.19
6,10,Country_11,477234,119364988.50,250.12,0.00,23.62,27.13,24.49,-5685,0.0000,0.0070,0.0142,0.03
6,11,Country_12,34464497,9567438112.31,277.60,8.45,34.65,71.71,22.28,-531578,0.0018,0.0167,0.0126,0.07
6,12,Country_13,25319645,9928068943.84,392.11,26.89,58.39,87.68,10.21,-477547,0.0108,0.0119,0.0239,0.41
6,13,Country_14,3277805,868766520.50,265.05,21.51,74.25,15.40,13.54,-12210,0.0089,0.0337,0.0276,0.04
6,14,Country_15,45755647,23763269081.77,519.35,56.20,31.81,11.21,7.99,-315678,0.0208,0.0291,0.0301,0.55
6,15,Country_16,3530648,1360361973.25,385.30,0.00,54.67,80.60,17.88,-122903,0.0000,0.0264,0.0132,0.03
6,16,Country_17,27598901,6672931625.24,241.78,22.48,26.57,92.64,3.92,-750375,0.0076,0.0191,0.0143,0.09
6,17,Country_18,1318980,332377592.54,252.00,0.03,37.50,13.05,13.20,-12224,0.0000,0.0290,0.0266,0.09
6,18,Country_19,413127,42020676.22,101.71,0.00,18.79,93.50,19.20,-18085,0.0000,0.0139,0.0186,0.03
6,19,Country_20,82922586,26663447267.03,321.55,38.00,37.70,24.64,12.32,-938089,0.0169,0.0240,0.0317,0.73
6,20,Country_21,145873153,33115609213.77,227.02,0.00,23.12,65.95,32.29,-2422732,0.0000,0.0261,0.0146,0.43
6,21,Country_22,11213655,2261527828.66,201.68,31.38,54.16,20.80,8.16,-97936,0.0091,0.0171,0.0327,0.42
6,22,Country_23,1797934,266366630.60,148.15,1.02,62.42,8.13,25.76,-11517,0.0003,0.0326,0.0364,0.09
6,23,Country_24,2288248,724415724.02,316.58,20.69,78.94,24.48,13.03,-18007,0.0094,0.0183,0.0305,0.16
6,24,Country_25,35144791,7936139811.48,225.81,0.00,55.20,76.27,27.34,-1350212,0.0000,0.0220,0.0164,0.46
6,25,Country_26,719366,72797243.83,101.20,8.86,30.93,34.78,12.74,-8841,0.0019,0.0159,0.0280,0.09
6,26,Country_27,680946,127509759.30,187.25,35.95,80.18,25.78,8.60,-2647,0.0162,0.0121,0.0484,0.09
6,27,Country_28,21043751,7104461032.04,337.60,50.07,53.28,2.65,4.61,-104949,0.0225,0.0099,0.0284,0.40
6,28,Country_29,1412917,291957702.75,206.63,39.10,68.50,17.24,11.49,-9547,0.0087,0.0199,0.0192,0.15
6,29,Country_30,857944,193915438.89,226.02,19.22,68.05,17.34,29.16,-8544,0.0058,0.0099,0.0206,0.04
6,30,Country_31,131048200,42916607744.67,327.49,79.73,31.62,8.48,10.83,-947788,0.0206,0.0319,0.0140,0.35
6,31,Country_32,25194166,2563682183.99,101.76,0.00,66.17,76.12,32.59,-352678,0.0000,0.0156,0.0228,0.12
6,32,Country_33,91923232,40822119452.48,444.09,100.00,74.15,5.74,21.89,-236451,0.0326,0.0075,0.0201,0.26
6,33,Country_34,1138498,195669311.68,171.87,0.00,19.16,89.30,29.51,-42547,0.0000,0.0086,0.0164,0.10
6,34,Country_35,4144062,1524290421.84,367.83,29.86,25.83,20.73,21.28,-46687,0.0061,0.0104,0.0244,0.22
6,35,Country_36,109269101,26181998547.32,239.61,30.88,38.51,2.70,21.63,-680450,0.0133,0.0320,0.0122,1.47
6,36,Country_37,107638333,57415475437.46,533.41,100.00,82.48,13.93,23.68,-174249,0.0439,0.0105,0.0174,0.17
6,37,Country_38,699845,192575691.51,275.17,5.08,43.07,54.75,19.90,-13241,0.0015,0.0224,0.0225,0.23
6,38,Country_39,146165321,48078608104.94,328.93,100.00,80.33,0.67,24.42,-283096,0.0221,0.0166,0.0342,0.56
6,39,Country_40,430555198,92956339255.88,215.90,34.19,23.51,91.72,11.33,-7678757,0.0162,0.0170,0.0242,1.53
6,40,Country_41,1325823,265824747.85,200.50,8.61,22.50,16.59,13.58,-14792,0.0026,0.0160,0.0126,0.03
6,41,Country_42,3764533,1295662830.59,344.18,11.10,77.69,47.05,28.79,-17066,0.0030,0.0152,0.0234,0.22
6,42,Country_43,1974146,610113577.89,309.05,0.00,62.04,87.25,28.54,-23006,0.0000,0.0269,0.0146,0.07
6,43,Country_44,643654,200031054.37,310.77,9.01,25.52,89.00,12.09,-5046,0.0022,0.0209,0.0335,0.03
6,44,Country_45,103830918,8109529693.89,78.10,7.57,68.51,68.73,29.63,-2109577,0.0026,0.0165,0.0241,0.11
6,45,Country_46,3174510,574701340.31,181.04,35.34,51.38,27.38,8.69,-20039,0.0086,0.0254,0.0118,0.07
6,46,Country_47,14779685,3434455503.86,232.38,21.11,64.13,87.03,26.63,-334724,0.0064,0.0256,0.0278,0.08
6,47,Country_48,85345899,48879979320.44,572.73,100.00,64.99,23.90,18.50,-285624,0.0400,0.0138,0.0266,1.53
6,48,Country_49,3170642,607182231.05,191.50,0.00,43.63,26.44,23.26,-55125,0.0000,0.0261,0.0182,0.06
6,49,Country_50,2524223,343412529.88,136.05,19.38,64.65,25.14,18.23,-21877,0.0090,0.0129,0.0192,0.02
7,0,Country_1,41182912,5781293008.87,140.38,38.69,42.77,1.19,18.29,-237055,0.0168,0.0180,0.0317,0.08
7,1,Country_2,1266855,248825900.59,196.41,34.79,49.27,24.22,9.61,-12636,0.0161,0.0222,0.0388,0.07
7,2,Country_3,3977931,1288938697.71,324.02,23.23,34.53,87.66,6.30,-73205,0.0096,0.0258,0.0244,0.05
7,3,Country_4,18403459,2542818985.93,138.17,26.40,40.81,18.80,25.90,-172444,0.0061,0.0132,0.0378,0.22
7,4,Country_5,527187626,365157407063.68,692.65,100.00,61.61,2.40,11.10,-1950917,0.0269,0.0215,0.0269,0.71
7,5,Country_6,4100317,325571103.35,79.40,0.00,30.97,88.45,29.61,-53358,0.0000,0.0193,0.0373,0.02
7,6,Country_7,91005428,44410385378.98,488.00,87.76,82.39,21.45,10.33,-162296,0.0294,0.0283,0.0365,0.18
7,7,Country_8,59595227,10053371310.13,168.69,10.61,58.83,81.93,8.31,-606644,0.0022,0.0136,0.0293,0.13
7,8,Country_9,85537079,9336132623.61,109.15,35.72,33.10,14.22,19.39,-726394,0.0075,0.0097,0.0233,0.64
7,9,Country_10,38599970,2236803677.11,57.95,0.00,47.50,74.68,31.22,-254000,0.0000,0.0297,0.0369,0.18
7,10,Country_11,466470,114830129.82,246.17,0.00,24.08,26.97,26.28,-8677,0.0000,0.0190,0.0106,0.03
7,11,Country_12,33663119,9102173253.92,270.39,0.00,34.26,71.10,24.25,-482553,0.0000,0.0223,0.0288,0.07
7,12,Country_13,24622713,9486931778.21,385.29,19.95,58.29,86.40,11.70,-618469,0.0043,0.0182,0.0285,0.39
7,13,Country_14,3212358,837180353.11,260.61,13.61,74.31,15.11,14.54,-12159,0.0059,0.0221,0.0126,0.04
7,14,Country_15,46204977,24902085268.82,538.95,57.45,32.39,11.12,7.84,-335467,0.0268,0.0164,0.0221,0.54
7,15,Country_16,3386549,1285683992.36,379.64,0.00,54.22,79.50,19.32,-91631,0.0000,0.0247,0.0273,0.03
7,16,Country_17,26950627,6289577287.89,233.37,15.20,26.41,92.03,4.93,-444629,0.0055,0.0302,0.0190,0.09
7,17,Country_18,1276056,318749640.11,249.79,0.00,38.06,12.93,14.40,-13676,0.0000,0.0112,0.0224,0.08
7,18,Country_19,393370,39230166.19,99.73,0.00,18.19,93.07,19.94,-15566,0.0000,0.0290,0.0144,0.03
7,19,Country_20,82247089,28094100677.48,341.58,37.38,38.28,24.41,13.33,-766928,0.0106,0.0319,0.0199,0.71
7,20,Country_21,142281144,31855891652.15,223.89,0.00,22.86,65.57,34.09,-1304046,0.0000,0.0276,0.0270,0.42
7,21,Country_22,11124083,2232918622.94,200.73,26.33,54.33,20.52,8.99,-108208,0.0123,0.0197,0.0306,0.40
7,22,Country_23,1743783,249200754.84,142.91,0.00,62.87,8.00,26.75,-8267,0.0000,0.0287,0.0202,0.09
7,23,Country_24,2256177,709229271.29,314.35,14.89,79.44,24.00,13.96,-15694,0.0042,0.0322,0.0196,0.15
7,24,Country_25,33682326,7431555723.03,220.64,0.00,55.06,75.22,28.89,-970956,0.0000,0.0341,0.0329,0.45
7,25,Country_26,701082,68148557.21,97.20,0.56,30.86,34.51,13.74,-9832,0.0002,0.0175,0.0182,0.08
7,26,Country_27,677451,125519379.70,185.28,29.13,80.66,25.26,9.00,-1674,0.0065,0.0147,0.0469,0.09
7,27,Country_28,21124005,7251512154.37,343.28,50.48,54.09,2.62,4.54,-105266,0.0123,0.0172,0.0205,0.38
7,28,Country_29,1406013,281492886.13,200.21,32.41,68.86,16.95,12.22,-6776,0.0114,0.0144,0.0175,0.14
7,29,Country_30,849650,184631362.47,217.30,11.22,68.25,17.04,30.39,-7316,0.0048,0.0124,0.0237,0.04
7,30,Country_31,133516241,46974544622.39,351.83,85.90,32.02,8.42,10.41,-939714,0.0305,0.0108,0.0247,0.33
7,31,Country_32,24255902,2425701231.72,100.00,0.00,66.10,74.86,33.37,-660077,0.0000,0.0203,0.0257,0.11
7,32,Country_33,93851570,46735988539.68,497.98,100.00,75.10,5.64,21.49,-229478,0.0236,0.0221,0.0214,0.25
7,33,Country_34,1079117,183547427.75,170.09,0.00,18.95,88.88,31.30,-52333,0.0000,0.0128,0.0234,0.10
7,34,Country_35,4094794,1467425984.82,358.36,23.21,26.23,20.59,22.19,-44241,0.0060,0.0107,0.0218,0.21
7,35,Country_36,108430997,28235054207.81,260.40,33.78,38.93,2.67,22.26,-714780,0.0091,0.0268,0.0221,1.42
7,36,Country_37,110930057,62022021101.79,559.11,100.00,83.35,13.64,23.33,-184632,0.0324,0.0289,0.0242,0.16
7,37,Country_38,679311,178600673.55,262.91,0.00,43.04,54.16,21.36,-10556,0.0000,0.0187,0.0135,0.23
7,38,Country_39,150435916,58245399198.48,387.18,100.00,81.17,0.66,23.71,-270651,0.0312,0.0121,0.0408,0.55
7,39,Country_40,417936719,91884385613.39,219.85,27.24,22.97,91.19,12.28,-12194618,0.0074,0.0103,0.0252,1.45
7,40,Country_41,1295350,249783098.31,192.83,0.03,22.53,16.50,15.28,-16152,0.0000,0.0310,0.0194,0.03
7,41,Country_42,3703945,1254825880.72,338.78,3.02,77.67,46.14,30.63,-26317,0.0009,0.0212,0.0297,0.21
7,42,Country_43,1920093,581749894.40,302.98,0.00,61.83,85.90,30.29,-19092,0.0000,0.0304,0.0193,0.06
7,43,Country_44,613754,190587104.37,310.53,0.93,25.11,88.44,13.20,-19270,0.0004,0.0216,0.0387,0.03
7,44,Country_45,102349089,7624357233.53,74.49,1.48,68.52,67.55,30.79,-372622,0.0003,0.0117,0.0233,0.10
7,45,Country_46,3137908,554171015.84,176.61,28.53,51.70,27.03,9.72,-34573,0.0142,0.0126,0.0261,0.06
7,46,Country_47,14457113,3237453078.06,223.93,11.91,63.80,85.65,27.88,-145953,0.0041,0.0141,0.0137,0.08
7,47,Country_48,87218717,53155247393.81,609.45,100.00,65.76,23.51,18.05,-293597,0.0255,0.0327,0.0142,1.45
7,48,Country_49,3066689,582510521.53,189.95,0.00,43.55,26.15,24.31,-49201,0.0000,0.0320,0.0170,0.06
7,49,Country_50,2485175,329335744.14,132.52,11.06,64.64,24.73,19.02,-27523,0.0054,0.0150,0.0250,0.02
8,0,Country_1,40950511,5958747368.54,145.51,36.13,43.32,1.17,18.45,-238583,0.0090,0.0150,0.0255,0.08
8,1,Country_2,1252887,239056261.29,190.80,28.30,49.29,23.92,10.35,-9250,0.0141,0.0325,0.0381,0.07
8,2,Country_3,3867957,1216631426.75,314.54,15.05,34.18,86.91,7.64,-71223,0.0051,0.0114,0.0243,0.05
8,3,Country_4,18166801,2404290943.53,132.35,19.83,41.37,18.61,26.92,-216307,0.0090,0.0315,0.0516,0.22
8,4,Country_5,547410487,374992772468.79,685.03,100.00,62.60,2.36,10.40,-1995646,0.0422,0.0187,0.0380,0.67
8,5,Country_6,3977376,311783033.35,78.39,0.00,30.42,87.78,31.12,-57595,0.0000,0.0332,0.0379,0.02
8,6,Country_7,93403158,54520769241.57,583.71,100.00,83.03,21.00,9.49,-149698,0.0281,0.0158,0.0322,0.17
8,7,Country_8,57612133,9569362616.26,166.10,0.76,58.24,80.74,9.18,-1397679,0.0002,0.0271,0.0175,0.13
8,8,Country_9,85235410,9319716012.10,109.34,32.29,33.51,14.10,19.61,-879752,0.0119,0.0130,0.0286,0.62
8,9,Country_10,36695817,2141751698.22,58.37,0.00,47.03,73.80,32.29,-1045831,0.0000,0.0151,0.0197,0.17
8,10,Country_11,457078,109972699.76,240.60,0.00,24.54,26.80,27.71,-4340,0.0000,0.0268,0.0180,0.02
8,11,Country_12,32884675,8621344519.25,262.17,0.00,33.88,70.50,25.70,-384764,0.0000,0.0096,0.0143,0.06
8,12,Country_13,24018976,8941705440.75,372.28,12.96,58.20,85.14,12.92,-465975,0.0059,0.0293,0.0209,0.38
8,13,Country_14,3159874,796368053.57,252.03,5.65,74.36,14.83,15.34,-10910,0.0018,0.0315,0.0225,0.04
8,14,Country_15,46628098,26916818816.86,577.27,59.54,32.98,11.03,8.50,-308217,0.0207,0.0176,0.0275,0.53
8,15,Country_16,3244504,1222320996.87,376.74,0.00,53.78,78.43,20.78,-94140,0.0000,0.0204,0.0275,0.03
8,16,Country_17,25980122,6005122611.53,231.14,7.87,26.24,91.43,6.07,-510976,0.0022,0.0248,0.0163,0.09
8,17,Country_18,1249333,305647876.33,244.65,0.00,38.62,12.80,15.32,-13817,0.0000,0.0084,0.0381,0.08
8,18,Country_19,371219,37406791.70,100.77,0.00,17.59,92.66,21.26,-14668,0.0000,0.0337,0.0300,0.03
8,19,Country_20,81619881,28845508854.58,353.41,37.20,38.89,24.17,14.25,-697081,0.0129,0.0263,0.0243,0.68
8,20,Country_21,136102713,30422312693.21,223.52,0.00,22.61,65.20,35.88,-3953021,0.0000,0.0202,0.0201,0.41
8,21,Country_22,11009622,2175434541.10,197.59,21.21,54.51,20.24,9.83,-98211,0.0105,0.0197,0.0256,0.39
8,22,Country_23,1696035,238177719.94,140.43,0.00,63.32,7.88,28.27,-9920,0.0000,0.0135,0.0364,0.09
8,23,Country_24,2205520,683421624.11,309.87,9.02,79.95,23.52,15.60,-16575,0.0036,0.0267,0.0153,0.14
8,24,Country_25,32551773,7050153672.72,216.58,0.00,54.93,74.18,30.43,-419025,0.0000,0.0184,0.0162,0.43
8,25,Country_26,684937,63529414.28,92.75,0.00,30.80,34.25,14.51,-6629,0.0000,0.0193,0.0161,0.08
8,26,Country_27,670300,122230145.18,182.35,22.27,81.13,24.75,10.05,-3473,0.0060,0.0327,0.0292,0.09
8,27,Country_28,21342495,7598970182.33,356.05,51.30,54.94,2.58,4.74,-104373,0.0211,0.0272,0.0119,0.36
8,28,Country_29,1401954,272862545.75,194.63,25.68,69.21,16.65,12.81,-8173,0.0116,0.0125,0.0160,0.14
8,29,Country_30,840642,176419200.83,209.86,3.15,68.44,16.75,31.89,-2938,0.0009,0.0233,0.0245,0.04
8,30,Country_31,135815543,52917438211.86,389.63,94.72,32.45,8.35,10.35,-901471,0.0252,0.0294,0.0281,0.31
8,31,Country_32,23228749,2318318923.63,99.80,0.00,66.05,73.62,34.61,-688427,0.0000,0.0218,0.0176,0.10
8,32,Country_33,97232669,48506435418.60,498.87,100.00,76.05,5.53,20.72,-213954,0.0384,0.0111,0.0263,0.24
8,33,Country_34,1018108,170846532.94,167.81,0.00,18.75,88.46,33.03,-51523,0.0000,0.0129,0.0128,0.09
8,34,Country_35,4040596,1424449592.34,352.53,16.47,26.64,20.45,23.40,-48050,0.0056,0.0301,0.0302,0.20
8,35,Country_36,108011654,29527217250.27,273.37,36.89,39.40,2.64,23.07,-682239,0.0110,0.0244,0.0124,1.37
8,36,Country_37,113260445,67648961600.22,597.29,100.00,84.22,13.35,22.76,-163508,0.0226,0.0129,0.0275,0.15
8,37,Country_38,665426,168557560.96,253.31,0.00,43.03,53.58,22.63,-6344,0.0000,0.0229,0.0171,0.22
8,38,Country_39,157333948,66234876574.97,420.98,100.00,82.15,0.65,23.47,-281732,0.0478,0.0275,0.0295,0.54
8,39,Country_40,412255546,88317621716.75,214.23,20.31,22.46,90.68,13.08,-6314440,0.0078,0.0243,0.0281,1.38
8,40,Country_41,1256970,233044190.32,185.40,0.00,22.58,16.40,16.72,-12404,0.0000,0.0283,0.0233,0.03
8,41,Country_42,3587398,1186893845.85,330.85,0.00,77.66,45.24,31.96,-65688,0.0000,0.0282,0.0194,0.20
8,42,Country_43,1811334,555879024.30,306.89,0.00,61.65,84.58,31.74,-73011,0.0000,0.0338,0.0177,0.06
8,43,Country_44,581419,176162483.93,302.99,0.00,24.72,87.89,14.99,-22012,0.0000,0.0091,0.0285,0.03
8,44,Country_45,98212630,7367652213.52,75.02,0.00,68.53,66.39,32.02,-3298449,0.0000,0.0080,0.0279,0.10
8,45,Country_46,3111456,533196206.43,171.37,21.64,52.02,26.67,10.07,-32079,0.0103,0.0096,0.0108,0.06
8,46,Country_47,13783561,3047781357.00,221.12,2.66,63.49,84.29,29.12,-544384,0.0011,0.0283,0.0127,0.08
8,47,Country_48,90139529,55116695626.16,611.46,100.00,66.53,23.12,17.54,-288303,0.0369,0.0333,0.0119,1.38
8,48,Country_49,2972159,557284164.12,187.50,0.00,43.47,25.87,25.15,-28354,0.0000,0.0255,0.0299,0.06
8,49,Country_50,2446341,312084810.11,127.57,2.69,64.62,24.33,20.05,-12252,0.0005,0.0253,0.0273,0.02
9,0,Country_1,40825099,6062455019.00,148.50,33.59,43.88,1.16,18.52,-241465,0.0104,0.0285,0.0130,0.08
9,1,Country_2,1215034,231234908.87,190.31,21.72,49.31,23.62,11.48,-14550,0.0071,0.0296,0.0414,0.06
9,2,Country_3,3733192,1142693834.43,306.09,6.81,33.84,86.18,9.17,-112177,0.0016,0.0163,0.0151,0.05
9,3,Country_4,17699167,2304930962.12,130.23,13.11,41.94,18.41,27.99,-126103,0.0039,0.0256,0.0313,0.21
9,4,Country_5,570381484,392336062243.65,687.85,100.00,63.58,2.32,10.37,-1856463,0.0455,0.0265,0.0259,0.63
9,5,Country_6,3821166,296992193.22,77.72,0.00,29.88,87.12,32.71,-43722,0.0000,0.0122,0.0299,0.02
9,6,Country_7,96499764,62386414761.01,646.49,100.00,83.82,20.56,8.91,-155200,0.0349,0.0276,0.0264,0.17
9,7,Country_8,54698783,8912538709.90,162.94,0.00,57.67,79.58,10.34,-1812892,0.0000,0.0192,0.0216,0.12
9,8,Country_9,85051995,9423110768.75,110.79,28.97,33.94,13.98,19.87,-589837,0.0121,0.0310,0.0184,0.61
9,9,Country_10,35853831,2029730677.51,56.61,0.00,46.56,72.95,33.38,-384601,0.0000,0.0213,0.0221,0.16
9,10,Country_11,445313,105920226.29,237.86,0.00,25.00,26.63,28.77,-4901,0.0000,0.0303,0.0206,0.02
9,11,Country_12,32434895,8364297323.42,257.88,0.00,33.51,69.91,26.92,-276781,0.0000,0.0321,0.0234,0.06
9,12,Country_13,23127278,8494686067.00,367.30,5.94,58.13,83.91,14.73,-537594,0.0023,0.0278,0.0154,0.36
9,13,Country_14,3084168,764198277.86,247.78,0.00,74.42,14.55,16.47,-8782,0.0000,0.0312,0.0247,0.04
9,14,Country_15,47444547,28813211545.33,607.30,62.57,33.65,10.94,8.95,-362556,0.0303,0.0134,0.0243,0.51
9,15,Country_16,3144915,1155799326.43,367.51,0.00,53.35,77.39,22.14,-58548,0.0000,0.0290,0.0189,0.03
9,16,Country_17,25238370,5628079620.58,223.00,0.49,26.09,90.83,7.17,-332432,0.0001,0.0311,0.0156,0.09
9,17,Country_18,1230826,297554430.84,241.75,0.00,39.19,12.68,16.35,-9688,0.0000,0.0322,0.0356,0.07
9,18,Country_19,352842,35064760.17,99.38,0.00,17.00,92.27,22.88,-10152,0.0000,0.0123,0.0216,0.02
9,19,Country_20,80874020,29857830420.75,369.19,37.41,39.56,23.93,14.91,-647878,0.0083,0.0113,0.0292,0.65
9,20,Country_21,132407895,28786452935.80,217.41,0.00,22.38,64.84,37.31,-2072879,0.0000,0.0232,0.0140,0.40
9,21,Country_22,10839020,2124046960.25,195.96,16.02,54.69,19.97,10.72,-101169,0.0061,0.0250,0.0290,0.38
9,22,Country_23,1666338,228000932.37,136.83,0.00,63.77,7.75,29.80,-10942,0.0000,0.0172,0.0385,0.09
9,23,Country_24,2160117,651025196.87,301.38,3.05,80.46,23.05,16.69,-13751,0.0013,0.0175,0.0173,0.14
9,24,Country_25,30885898,6680199926.88,216.29,0.00,54.82,73.17,31.98,-1289700,0.0000,0.0231,0.0162,0.42
9,25,Country_26,669009,61754809.29,92.31,0.00,30.74,33.98,16.08,-6342,0.0000,0.0292,0.0321,0.08
9,26,Country_27,655972,117153686.88,178.60,15.32,81.61,24.24,11.29,-2104,0.0062,0.0165,0.0438,0.09
9,27,Country_28,21290490,8040281250.46,377.65,50.72,55.82,2.54,5.11,-98312,0.0110,0.0301,0.0293,0.35
9,28,Country_29,1390151,266540805.93,191.74,18.91,69.57,16.36,13.70,-6381,0.0045,0.0203,0.0185,0.14
9,29,Country_30,824102,168105026.85,203.99,0.00,68.64,16.46,33.32,-4813,0.0000,0.0164,0.0239,0.04
9,30,Country_31,138732156,58687626096.14,423.03,100.00,32.91,8.28,9.90,-898759,0.0294,0.0302,0.0281,0.30
9,31,Country_32,22002601,2187777926.87,99.43,0.00,66.01,72.41,35.37,-877897,0.0000,0.0316,0.0218,0.10
9,32,Country_33,99302539,57736444326.39,581.42,100.00,77.00,5.42,20.34,-217873,0.0236,0.0201,0.0350,0.22
9,33,Country_34,978239,157744379.20,161.25,0.00,18.55,88.05,34.31,-31444,0.0000,0.0162,0.0122,0.09
9,34,Country_35,3928023,1378238824.79,350.87,9.62,27.04,20.32,25.06,-54698,0.0034,0.0278,0.0263,0.19
9,35,Country_36,108356629,30960062212.59,285.72,40.31,39.88,2.62,23.57,-687153,0.0167,0.0208,0.0114,1.33
9,36,Country_37,115321589,69567487356.57,603.25,100.00,85.09,13.07,22.31,-177166,0.0199,0.0209,0.0217,0.15
9,37,Country_38,642486,163306138.03,254.18,0.00,43.02,53.00,24.02,-13633,0.0000,0.0155,0.0317,0.22
9,38,Country_39,163095986,72816206736.12,446.46,100.00,83.15,0.63,22.95,-274609,0.0385,0.0212,0.0273,0.53
9,39,Country_40,394887983,87441022314.67,221.43,13.55,21.95,90.18,14.58,-13700860,0.0042,0.0194,0.0305,1.31
9,40,Country_41,1221592,223917548.34,183.30,0.00,22.62,16.31,17.73,-11429,0.0000,0.0280,0.0275,0.02
9,41,Country_42,3508807,1122644152.41,319.95,0.00,77.66,44.36,33.88,-13195,0.0000,0.0107,0.0296,0.19
9,42,Country_43,1753780,515663852.32,294.03,0.00,61.48,83.28,32.95,-18880,0.0000,0.0192,0.0252,0.06
