year,country_id,country_name,population,gdp,gdp_per_capita,stability,democracy,corruption,unemployment,net_migration,birth_rate,death_rate,inflation,resource_reserve_index
5,17,Etherea,10247397,2455458558.32,239.62,40.51,28.59,32.22,17.76,-135863,0.0192,0.0217,0.0159,0.02
5,18,Hearthfire,775824,143154174.59,184.52,26.91,28.50,2.38,23.62,-6156,0.0092,0.0108,0.0166,0.03
5,19,Emberfall,769409,289483616.58,376.24,8.62,25.86,24.96,11.46,-10242,0.0028,0.0187,0.0220,0.03
5,20,Quartermaster,169532089,95881465289.94,565.57,100.00,63.56,19.63,8.41,-594316,0.0319,0.0325,0.0695,0.48
5,21,Icelandia,984108,245697725.13,249.67,18.10,28.91,36.62,7.74,-12324,0.0037,0.0187,0.0212,0.14
5,22,Utopia,32811081,4864812296.30,148.27,22.49,38.49,65.84,24.08,-680327,0.0074,0.0126,0.0198,0.20
5,23,Aurum,5010757,1567534605.88,312.83,0.00,65.87,53.94,9.74,-57922,0.0000,0.0164,0.0277,0.14
5,24,Highlands,2912498,831713660.13,285.57,31.30,40.56,17.90,21.11,-20437,0.0085,0.0123,0.0168,0.02
5,25,Ironhold,3290125,1307382265.95,397.37,29.95,32.28,81.88,21.07,-74687,0.0068,0.0112,0.0326,0.33
5,26,Valoria,44401411,10945915414.11,246.52,62.34,46.14,9.14,3.71,-263833,0.0241,0.0140,0.0319,0.14
5,27,Lorien,58919823,16710230301.18,283.61,59.77,60.10,1.10,24.66,-232727,0.0281,0.0091,0.0344,1.13
5,28,Glimmerhold,3092369,812889884.42,262.87,23.17,25.97,22.56,15.71,-43241,0.0061,0.0218,0.0203,0.05
5,29,Freeport,18843898,6982529229.78,370.55,48.62,74.08,0.75,6.22,-49344,0.0205,0.0236,0.0170,0.46
5,30,Lunar Isle,39172326,4031177528.72,102.91,4.62,59.81,67.38,19.26,-290062,0.0014,0.0274,0.0181,0.45
5,31,Silverleaf,46258415,8681985570.60,187.68,15.38,67.11,85.53,22.48,-792153,0.0054,0.0218,0.0485,0.33
5,32,El Dorado,721020,152683538.26,211.76,42.02,29.47,29.08,16.42,-7165,0.0118,0.0252,0.0491,0.19
5,33,Skara Brae,6272261,2421472458.44,386.06,29.51,61.01,66.37,6.34,-115707,0.0074,0.0321,0.0146,0.03
5,34,Yonderland,28106313,4128033747.46,146.87,6.58,76.40,77.00,24.61,-478814,0.0032,0.0333,0.0149,0.31
5,35,Krynn,176631346,40437584429.55,228.94,23.01,54.43,73.34,13.13,-2835677,0.0060,0.0121,0.0262,2.05
5,36,Thunder Bay,11351260,1963197410.72,172.95,24.57,75.34,19.73,16.69,-40975,0.0067,0.0308,0.0161,0.05
5,37,Xenon,39820183,6209263269.39,155.93,14.22,57.38,20.64,12.57,-186650,0.0069,0.0121,0.0556,1.07
5,38,Verdant Plains,1317397,154736509.12,117.46,27.89,47.99,4.08,22.44,-7365,0.0081,0.0124,0.0174,0.04
5,39,Yggdrasil's Root,537599,50946321.66,94.77,3.49,42.43,86.33,17.29,-13883,0.0008,0.0112,0.0252,0.16
5,40,Dunland,374065189,96610492189.40,258.27,0.00,24.45,91.12,14.80,-4356521,0.0000,0.0312,0.0211,1.26
5,41,Karn,15500115,2525822627.17,162.96,0.00,74.69,63.06,16.35,-195306,0.0000,0.0202,0.0239,0.28
5,42,Meridia,357065012,36282870763.72,101.61,18.46,20.54,86.74,17.98,-5905530,0.0074,0.0215,0.0240,1.58
5,43,Kingdom of Light,518440882,455694297287.08,878.97,100.00,72.63,16.79,3.33,-1356889,0.0262,0.0123,0.0614,1.84
5,44,Xylos,37336652,5321915007.52,142.54,37.68,72.01,9.05,11.61,-115345,0.0174,0.0207,0.0183,0.13
5,45,Northwind,10481989,1513656701.37,144.41,0.98,40.34,31.99,28.39,-192969,0.0003,0.0272,0.0130,0.66
5,46,Olympus,10714432,2302842788.82,214.93,30.28,26.50,89.49,23.70,-385381,0.0088,0.0071,0.0159,0.08
5,47,Stormhold,49532095,10995881495.69,222.00,26.29,62.77,85.99,8.08,-386634,0.0086,0.0227,0.0248,0.37
5,48,Arboria,1272823,186644855.78,146.64,46.39,77.89,11.17,3.18,-2867,0.0216,0.0164,0.0273,0.14
5,49,Fjordland,305416389,35587118833.20,116.52,15.66,54.87,67.11,22.26,-4304979,0.0074,0.0293,0.0194,2.54
6,0,Narnia,2102596,283745254.55,134.95,33.78,49.69,24.51,10.03,-20520,0.0144,0.0295,0.0266,0.03
6,1,Quartz Valley,1985605,304163552.37,153.18,31.29,63.85,87.03,9.10,-19540,0.0086,0.0139,0.0252,0.07
6,2,Praetoria,28146715,10420678269.73,370.23,48.13,35.81,3.29,9.39,-187149,0.0177,0.0174,0.0131,0.08
6,3,Jadestone,21045322,9843042005.39,467.71,16.85,37.97,20.35,16.55,-272856,0.0037,0.0225,0.0373,0.09
6,4,Underdark,19136518,2452731929.72,128.17,13.26,65.46,78.53,16.45,-556624,0.0029,0.0336,0.0160,0.50
6,5,Gondolin,206308555,65989064134.71,319.86,0.00,44.02,86.59,31.49,-1656167,0.0000,0.0268,0.0119,0.71
6,6,Borealis,2500435,575718193.67,230.25,14.24,43.63,6.49,19.53,-17654,0.0066,0.0108,0.0116,0.12
6,7,Valhalla,12084932,1759310099.02,145.58,0.00,54.41,27.56,15.10,-152134,0.0000,0.0221,0.0202,0.21
6,8,Midgard,4023334,1121374212.26,278.72,15.98,75.28,21.22,14.87,-13955,0.0050,0.0113,0.0176,0.04
6,9,Zul'Gurub,329768452,55979731863.57,169.75,50.18,71.07,66.59,26.58,-2710197,0.0146,0.0327,0.0283,12.18
6,10,Blackrock,10870510,1825060422.10,167.89,0.00,16.62,88.37,23.87,-260502,0.0000,0.0269,0.0190,0.28
6,11,Ys,13186198,3880299900.97,294.27,15.88,76.56,68.15,19.65,-172843,0.0040,0.0153,0.0202,0.24
6,12,Kestrel,2607877,923221167.37,354.01,50.22,70.76,25.20,2.76,-8122,0.0107,0.0252,0.0180,0.04
6,13,Phoenix Rise,11323460,3811262404.08,336.58,35.31,81.54,2.35,23.57,-22035,0.0138,0.0245,0.0287,0.04
6,14,Pandora,468170173,172229999382.55,367.88,100.00,52.70,73.82,12.53,-2150968,0.0301,0.0120,0.0242,6.45
6,15,Oz,29833504,9949848926.62,333.51,39.02,71.91,1.94,18.02,-88410,0.0106,0.0258,0.0193,0.18
6,16,Abyssinia,676292,92517027.55,136.80,15.13,41.19,83.41,26.68,-9861,0.0057,0.0321,0.0258,0.06
6,17,Etherea,10176190,2407861035.99,236.62,34.34,28.98,31.99,18.86,-84516,0.0139,0.0186,0.0127,0.02
6,18,Hearthfire,770846,139751799.76,181.30,20.10,29.24,2.36,24.46,-5853,0.0090,0.0328,0.0225,0.03
6,19,Emberfall,752892,275879498.03,366.43,2.54,26.25,24.79,12.65,-8624,0.0009,0.0270,0.0142,0.03
6,20,Quartermaster,172967475,111480382929.28,644.52,100.00,64.17,19.31,7.96,-608977,0.0240,0.0230,0.0669,0.47
6,21,Icelandia,964411,234386093.42,243.04,9.37,28.96,36.35,8.95,-11858,0.0042,0.0126,0.0266,0.14
6,22,Utopia,31796479,4592454682.54,144.43,13.13,38.02,65.21,24.73,-862192,0.0043,0.0109,0.0143,0.19
6,23,Aurum,4928078,1502546451.13,304.90,0.00,65.59,53.05,11.44,-34248,0.0000,0.0241,0.0137,0.14
6,24,Highlands,2881170,808266448.09,280.53,25.19,40.98,17.72,22.27,-22551,0.0059,0.0216,0.0215,0.02
6,25,Ironhold,3194835,1214688312.91,380.20,21.27,31.92,81.22,22.40,-95708,0.0088,0.0123,0.0415,0.32
6,26,Valoria,44500699,11463120548.98,257.59,60.20,46.44,9.04,3.73,-281849,0.0148,0.0137,0.0226,0.14
6,27,Lorien,59476615,19283772794.69,324.22,66.63,60.68,1.09,24.81,-237535,0.0157,0.0089,0.0332,1.10
6,28,Glimmerhold,3029595,773574812.22,255.34,15.36,25.93,22.42,16.77,-33777,0.0043,0.0204,0.0153,0.05
6,29,Freeport,18830278,7064837514.33,375.18,48.87,74.51,0.73,6.36,-50613,0.0111,0.0200,0.0209,0.44
6,30,Lunar Isle,37560990,3810416939.17,101.45,0.00,59.76,66.37,20.91,-933276,0.0000,0.0102,0.0255,0.44
6,31,Silverleaf,44395846,8063609689.40,181.63,7.10,66.78,84.10,24.05,-1229608,0.0020,0.0123,0.0428,0.31
6,32,El Dorado,705021,147958927.08,209.86,36.19,29.87,28.86,17.42,-10270,0.0088,0.0164,0.0325,0.18
6,33,Skara Brae,6144417,2299828932.60,374.30,22.46,60.96,65.35,7.59,-51997,0.0086,0.0253,0.0144,0.03
6,34,Yonderland,26665836,3822717168.66,143.36,0.00,76.02,75.53,25.91,-842291,0.0000,0.0299,0.0192,0.30
6,35,Krynn,173550105,39058325595.12,225.06,17.11,54.40,72.35,14.26,-3073421,0.0070,0.0198,0.0288,1.99
6,36,Thunder Bay,11141440,1921075124.78,172.43,18.57,75.52,19.36,17.94,-54806,0.0054,0.0141,0.0269,0.05
6,37,Xenon,39177718,6135689033.75,156.61,10.96,57.66,20.34,13.82,-408000,0.0027,0.0229,0.0579,1.04
6,38,Verdant Plains,1310149,147523433.55,112.60,19.57,48.32,4.03,22.97,-6964,0.0088,0.0181,0.0208,0.04
6,39,Yggdrasil's Root,528426,46615745.19,88.22,0.00,42.29,85.41,18.60,-4788,0.0000,0.0286,0.0180,0.16
6,40,Dunland,362095238,93668902626.70,258.69,0.00,23.77,90.58,16.59,-5805128,0.0000,0.0253,0.0227,1.22
6,41,Karn,14950144,2365583605.98,158.23,0.00,74.35,61.89,17.81,-347327,0.0000,0.0091,0.0188,0.27
6,42,Meridia,349575841,34856913498.00,99.71,10.56,20.02,86.31,18.82,-3967176,0.0032,0.0075,0.0268,1.54
6,43,Kingdom of Light,541821386,463294023222.08,855.07,100.00,73.47,16.48,2.63,-1330856,0.0478,0.0340,0.0699,1.79
6,44,Xylos,37194240,5388710207.16,144.88,34.94,72.24,8.88,12.28,-111621,0.0094,0.0202,0.0238,0.12
6,45,Northwind,10175756,1415684816.06,139.12,0.00,40.62,31.67,29.35,-139335,0.0000,0.0277,0.0275,0.63
6,46,Olympus,10628821,2163531551.83,203.55,19.90,26.20,88.91,24.57,-134051,0.0097,0.0244,0.0299,0.08
6,47,Stormhold,48562890,10585295155.99,217.97,18.11,62.31,84.65,9.40,-589776,0.0056,0.0231,0.0144,0.36
6,48,Arboria,1270292,186724326.78,146.99,39.96,77.99,10.96,3.13,-3606,0.0110,0.0081,0.0221,0.13
6,49,Fjordland,296972184,35689673220.00,120.18,11.69,54.74,66.19,22.68,-4966999,0.0049,0.0254,0.0325,2.42
7,0,Narnia,2054502,274794314.22,133.75,25.72,49.78,24.20,10.85,-14160,0.0060,0.0276,0.0399,0.02
7,1,Quartz Valley,1961127,288432128.84,147.07,22.75,63.36,85.65,9.39,-22187,0.0086,0.0134,0.0235,0.07
7,2,Praetoria,28114390,10628320084.99,378.04,47.05,36.45,3.26,9.50,-195381,0.0129,0.0131,0.0174,0.08
7,3,Jadestone,20600363,9635055561.68,467.71,13.34,38.36,20.15,17.68,-265647,0.0046,0.0127,0.0267,0.09
7,4,Underdark,18368849,2284534706.34,124.37,3.49,65.04,77.25,17.75,-351479,0.0011,0.0144,0.0208,0.48
7,5,Gondolin,196907525,64740310831.90,328.79,0.00,43.85,85.64,33.34,-6358568,0.0000,0.0221,0.0182,0.70
7,6,Borealis,2470281,554144374.26,224.32,8.12,44.31,6.42,20.22,-17824,0.0027,0.0117,0.0291,0.11
7,7,Valhalla,11774294,1707897296.61,145.05,0.00,54.54,27.19,16.21,-139039,0.0000,0.0158,0.0255,0.20
7,8,Midgard,3979904,1082381425.92,271.96,8.91,75.34,20.82,16.35,-20162,0.0022,0.0231,0.0218,0.04
7,9,Zul'Gurub,328976013,64998697532.53,197.58,55.29,71.15,65.41,26.50,-5200491,0.0170,0.0156,0.0161,11.68
7,10,Blackrock,10425771,1742950571.34,167.18,0.00,15.97,88.02,25.37,-249500,0.0000,0.0125,0.0329,0.26
7,11,Ys,12965581,3630612448.72,280.02,5.67,76.23,66.85,21.02,-111320,0.0025,0.0153,0.0252,0.23
7,12,Kestrel,2612307,910480992.97,348.54,45.64,71.26,24.75,3.13,-7994,0.0184,0.0278,0.0232,0.04
7,13,Phoenix Rise,11241671,3793216916.96,337.42,28.40,82.14,2.30,24.06,-25475,0.0098,0.0138,0.0253,0.04
7,14,Pandora,479054631,187695455416.76,391.80,100.00,52.72,72.85,11.93,-2201244,0.0281,0.0170,0.0233,6.33
7,15,Oz,29780244,10323030807.11,346.64,38.17,72.23,1.90,18.44,-90966,0.0110,0.0303,0.0314,0.17
7,16,Abyssinia,649787,88419792.70,136.08,6.12,41.09,82.55,27.92,-14311,0.0026,0.0322,0.0298,0.05
7,17,Etherea,10018418,2341285170.04,233.70,28.19,29.38,31.76,19.58,-120566,0.0073,0.0191,0.0298,0.02
7,18,Hearthfire,751826,134742917.90,179.22,13.22,29.97,2.34,25.71,-5525,0.0041,0.0197,0.0166,0.03
7,19,Emberfall,730265,264098129.69,361.65,0.00,26.65,24.63,13.73,-11496,0.0000,0.0191,0.0236,0.03
7,20,Quartermaster,178367562,129020698984.08,723.34,100.00,64.99,19.00,7.45,-580015,0.0347,0.0233,0.0604,0.45
7,21,Icelandia,939435,222355975.87,236.69,0.56,29.01,36.09,9.73,-15917,0.0002,0.0205,0.0193,0.13
7,22,Utopia,30782335,4326962841.53,140.57,3.83,37.56,64.60,26.19,-790255,0.0011,0.0312,0.0156,0.19
7,23,Aurum,4828124,1461940374.82,302.80,0.00,65.32,52.19,13.16,-30113,0.0000,0.0191,0.0177,0.13
7,24,Highlands,2821455,780399193.20,276.59,18.99,41.41,17.53,23.61,-31205,0.0049,0.0078,0.0303,0.02
7,25,Ironhold,3132584,1142159738.62,364.61,12.50,31.55,80.58,23.26,-46121,0.0037,0.0273,0.0458,0.31
7,26,Valoria,44721396,11853745998.05,265.06,59.30,46.77,8.93,3.44,-283805,0.0172,0.0299,0.0401,0.13
7,27,Lorien,61477651,21230802786.65,345.34,77.22,61.28,1.07,24.81,-231696,0.0380,0.0196,0.0383,1.06
7,28,Glimmerhold,2971784,739460411.73,248.83,7.49,25.88,22.27,18.02,-28103,0.0035,0.0266,0.0280,0.05
7,29,Freeport,18896774,7325593187.37,387.66,48.52,74.96,0.72,6.68,-48069,0.0143,0.0201,0.0272,0.43
7,30,Lunar Isle,36454224,3535734146.16,96.99,0.00,59.71,65.38,22.46,-830997,0.0000,0.0103,0.0278,0.42
7,31,Silverleaf,42370713,7431327339.64,175.39,0.00,66.45,82.71,25.58,-1568838,0.0000,0.0313,0.0315,0.30
7,32,El Dorado,696638,141352962.18,202.91,30.28,30.28,28.64,17.76,-10036,0.0142,0.0128,0.0473,0.17
7,33,Skara Brae,6019635,2198978107.48,365.30,15.37,60.91,64.36,8.97,-69518,0.0066,0.0168,0.0271,0.03
7,34,Yonderland,25682929,3498743174.79,136.23,0.00,75.65,74.10,27.35,-479585,0.0000,0.0153,0.0282,0.29
7,35,Krynn,168938589,37842807567.86,224.00,10.82,54.38,71.36,15.20,-3533294,0.0053,0.0137,0.0378,1.93
7,36,Thunder Bay,11027209,1840873594.46,166.94,12.40,75.71,18.99,19.20,-56552,0.0044,0.0244,0.0201,0.05
7,37,Xenon,38182931,5938486801.89,155.53,6.93,57.96,20.05,14.80,-433704,0.0026,0.0309,0.0530,1.01
7,38,Verdant Plains,1292200,142094438.03,109.96,11.21,48.64,3.98,23.78,-8520,0.0050,0.0153,0.0251,0.04
7,39,Yggdrasil's Root,508995,44874335.65,88.16,0.00,42.16,84.51,20.13,-9035,0.0000,0.0233,0.0184,0.15
7,40,Dunland,343085793,90373256870.19,263.41,0.00,23.11,90.05,17.79,-14328931,0.0000,0.0208,0.0244,1.18
7,41,Karn,14591234,2257186826.03,154.69,0.00,74.02,60.74,19.03,-256335,0.0000,0.0275,0.0203,0.26
7,42,Meridia,335740123,33774125586.00,100.60,2.94,19.53,85.89,19.50,-12260578,0.0007,0.0242,0.0279,1.49
7,43,Kingdom of Light,553497605,487836712614.57,881.37,100.00,74.31,16.18,2.28,-1283343,0.0240,0.0272,0.0741,1.74
7,44,Xylos,37155574,5437887269.71,146.35,32.36,72.48,8.72,12.78,-132482,0.0124,0.0272,0.0221,0.12
7,45,Northwind,9833013,1364053103.58,138.72,0.00,40.92,31.35,31.15,-168634,0.0000,0.0134,0.0178,0.60
7,46,Olympus,10357274,2066148563.10,199.49,9.49,25.91,88.33,25.33,-150265,0.0043,0.0290,0.0251,0.08
7,47,Stormhold,46643378,10031937147.96,215.08,10.19,61.86,83.34,10.44,-1362394,0.0026,0.0335,0.0191,0.35
7,48,Arboria,1278039,183302555.88,143.42,33.53,78.09,10.74,4.09,-3059,0.0138,0.0228,0.0211,0.13
7,49,Fjordland,289114305,36257710848.28,125.41,9.65,54.63,65.29,24.07,-5419286,0.0042,0.0314,0.0277,2.30
8,0,Narnia,1997340,259291595.93,129.82,17.62,49.87,23.90,12.10,-23887,0.0055,0.0115,0.0369,0.02
8,1,Quartz Valley,1930595,276572690.29,143.26,14.23,62.88,84.30,10.25,-19786,0.0030,0.0305,0.0292,0.07
8,2,Praetoria,28221094,11009313734.49,390.11,47.30,37.12,3.23,9.72,-180733,0.0157,0.0126,0.0167,0.07
8,3,Jadestone,20381250,9625262235.43,472.26,10.15,38.78,19.96,19.07,-145855,0.0037,0.0279,0.0390,0.09
8,4,Underdark,17725644,2091017265.28,117.97,0.00,64.62,76.00,19.04,-434876,0.0000,0.0109,0.0227,0.45
8,5,Gondolin,192103083,60866648205.64,316.84,0.00,43.71,84.70,34.91,-2528865,0.0000,0.0124,0.0271,0.69
8,6,Borealis,2434182,539104176.81,221.47,1.89,45.00,6.34,21.79,-16719,0.0006,0.0110,0.0300,0.11
8,7,Valhalla,11544080,1659440761.01,143.75,0.00,54.68,26.81,17.56,-106493,0.0000,0.0158,0.0142,0.20
8,8,Midgard,3909967,1036972759.68,265.21,1.65,75.41,20.43,17.64,-13319,0.0004,0.0247,0.0229,0.04
8,9,Zul'Gurub,334404826,73191710574.86,218.87,60.09,71.34,64.24,26.14,-2562482,0.0260,0.0177,0.0280,11.18
8,10,Blackrock,10044468,1648487242.08,164.12,0.00,15.33,87.68,27.09,-284110,0.0000,0.0305,0.0245,0.24
8,11,Ys,12745265,3430697906.56,269.17,0.00,75.92,65.59,22.81,-93418,0.0000,0.0247,0.0337,0.22
8,12,Kestrel,2600163,902306672.61,347.02,41.02,71.75,24.31,3.40,-19006,0.0178,0.0225,0.0306,0.04
8,13,Phoenix Rise,11217457,3744346871.21,333.80,21.85,82.73,2.25,25.22,-23883,0.0092,0.0252,0.0237,0.03
8,14,Pandora,499711844,236609451932.70,473.49,100.00,52.81,71.89,10.88,-2245818,0.0479,0.0117,0.0304,6.21
8,15,Oz,29576266,10616621767.12,358.96,36.47,72.57,1.87,19.43,-94352,0.0089,0.0106,0.0272,0.16
8,16,Abyssinia,627337,81378473.66,129.72,0.00,41.00,81.71,29.29,-8481,0.0000,0.0119,0.0143,0.05
8,17,Etherea,9869998,2268639010.15,229.85,22.02,29.79,31.52,20.67,-122868,0.0083,0.0224,0.0154,0.02
8,18,Hearthfire,737640,126944709.10,172.10,6.25,30.70,2.33,26.66,-5704,0.0026,0.0104,0.0196,0.03
8,19,Emberfall,710196,252769495.61,355.92,0.00,27.04,24.46,14.71,-11994,0.0000,0.0263,0.0128,0.03
8,20,Quartermaster,183327057,151706975418.55,827.52,100.00,65.80,18.69,6.83,-606892,0.0313,0.0195,0.0696,0.44
8,21,Icelandia,918425,209994679.41,228.65,0.00,29.07,35.82,10.95,-8586,0.0000,0.0104,0.0268,0.13
8,22,Utopia,29083727,4011619083.52,137.93,0.00,37.11,64.00,27.78,-1073755,0.0000,0.0127,0.0241,0.18
8,23,Aurum,4730736,1422108897.78,300.61,0.00,65.06,51.34,14.21,-41990,0.0000,0.0116,0.0150,0.13
8,24,Highlands,2788475,742426101.54,266.25,12.75,41.83,17.35,25.15,-31670,0.0053,0.0098,0.0136,0.02
8,25,Ironhold,3041594,1085703863.25,356.95,3.64,31.20,79.96,24.96,-35084,0.0012,0.0174,0.0389,0.30
8,26,Valoria,44420069,12128439094.05,273.04,56.91,47.13,8.83,3.21,-266192,0.0125,0.0181,0.0317,0.13
8,27,Lorien,62530410,23984434310.61,383.56,85.74,61.91,1.05,23.89,-235109,0.0231,0.0125,0.0428,1.02
8,28,Glimmerhold,2881333,704372965.82,244.46,0.00,25.84,22.13,19.46,-37658,0.0000,0.0210,0.0160,0.04
8,29,Freeport,18881047,7540325770.17,399.36,48.59,75.46,0.71,7.56,-47484,0.0102,0.0296,0.0326,0.42
8,30,Lunar Isle,35264575,3414230695.37,96.82,0.00,59.68,64.40,23.41,-926517,0.0000,0.0259,0.0125,0.41
8,31,Silverleaf,40798832,6819208780.45,167.14,0.00,66.14,81.34,27.29,-613209,0.0000,0.0308,0.0311,0.28
8,32,El Dorado,687433,137411345.74,199.89,24.32,30.68,28.42,18.78,-9086,0.0089,0.0174,0.0286,0.16
8,33,Skara Brae,5834583,2098992040.63,359.75,8.16,60.88,63.38,10.55,-124770,0.0021,0.0229,0.0265,0.03
8,34,Yonderland,24479711,3329651134.32,136.02,0.00,75.30,72.71,28.53,-928911,0.0000,0.0261,0.0121,0.28
8,35,Krynn,163411954,36794907642.91,225.17,4.07,54.37,70.39,16.71,-4338713,0.0015,0.0343,0.0323,1.87
8,36,Thunder Bay,10772840,1777245825.49,164.97,6.26,75.90,18.63,20.79,-87825,0.0019,0.0318,0.0287,0.05
8,37,Xenon,36860852,5725247922.44,155.32,2.86,58.26,19.75,15.89,-434569,0.0006,0.0162,0.0538,0.98
8,38,Verdant Plains,1269476,134999116.75,106.34,2.76,48.97,3.93,25.12,-8783,0.0011,0.0300,0.0122,0.04
8,39,Yggdrasil's Root,490314,42870585.77,87.43,0.00,42.04,83.63,20.83,-10363,0.0000,0.0324,0.0197,0.15
8,40,Dunland,334546675,85365864737.62,255.17,0.00,22.48,89.55,19.61,-4573163,0.0000,0.0257,0.0265,1.14
8,41,Karn,14089848,2203206088.72,156.37,0.00,73.71,59.62,20.80,-230089,0.0000,0.0150,0.0162,0.25
8,42,Meridia,323539798,32486582077.12,100.41,0.00,19.04,85.48,20.97,-7181707,0.0000,0.0173,0.0178,1.45
8,43,Kingdom of Light,570754385,496967882615.14,870.72,100.00,75.16,15.87,1.52,-1307074,0.0336,0.0131,0.0723,1.69
8,44,Xylos,36681871,5586559981.83,152.30,29.22,72.74,8.56,13.14,-181927,0.0061,0.0126,0.0278,0.11
8,45,Northwind,9552097,1303109055.63,136.42,0.00,41.21,31.02,32.63,-195343,0.0000,0.0313,0.0284,0.56
8,46,Olympus,9954548,1938313393.60,194.72,0.00,25.63,87.77,27.03,-205669,0.0000,0.0159,0.0217,0.07
8,47,Stormhold,44666340,9417044115.10,210.83,1.97,61.42,82.06,11.89,-1056568,0.0008,0.0239,0.0210,0.34
8,48,Arboria,1274030,178566625.50,140.16,27.05,78.19,10.53,4.29,-3683,0.0134,0.0319,0.0179,0.13
8,49,Fjordland,278227853,36380375698.30,130.76,5.78,54.56,64.40,25.39,-6233411,0.0012,0.0227,0.0296,2.18
9,0,Narnia,1966296,242193222.48,123.17,9.43,49.96,23.60,12.97,-17823,0.0046,0.0125,0.0256,0.02
9,1,Quartz Valley,1839473,263239586.22,143.11,5.68,62.41,82.99,11.25,-55964,0.0021,0.0205,0.0237,0.06
9,2,Praetoria,28329589,11239864065.82,396.75,47.36,37.80,3.20,9.89,-193349,0.0160,0.0191,0.0214,0.07
9,3,Jadestone,19880178,9446703087.84,475.18,6.89,39.22,19.76,20.79,-256077,0.0026,0.0298,0.0236,0.08
9,4,Underdark,17223729,1961633239.90,113.89,0.00,64.22,74.78,20.53,-367789,0.0000,0.0144,0.0158,0.43
9,5,Gondolin,185493667,58986918096.82,318.00,0.00,43.58,83.78,36.08,-5308938,0.0000,0.0080,0.0280,0.67
9,6,Borealis,2399231,516084845.74,215.10,0.00,45.68,6.27,22.82,-16865,0.0000,0.0270,0.0211,0.10
9,7,Valhalla,11317949,1621915146.64,143.30,0.00,54.82,26.45,18.71,-106808,0.0000,0.0278,0.0150,0.19
9,8,Midgard,3825891,987369953.62,258.08,0.00,75.48,20.04,18.88,-19141,0.0000,0.0195,0.0221,0.04
9,9,Zul'Gurub,339202500,89641133142.00,264.27,68.51,71.62,63.09,26.35,-1028637,0.0181,0.0161,0.0159,10.68
9,10,Blackrock,9596233,1566926192.12,163.29,0.00,14.69,87.36,27.82,-240912,0.0000,0.0139,0.0303,0.23
9,11,Ys,12336117,3259447326.49,264.22,0.00,75.63,64.35,24.39,-197621,0.0000,0.0337,0.0319,0.21
9,12,Kestrel,2597382,892741432.02,343.71,36.35,72.26,23.87,4.45,-10766,0.0160,0.0112,0.0178,0.03
9,13,Phoenix Rise,11073890,3673541216.65,331.73,15.00,83.31,2.20,26.78,-19785,0.0051,0.0135,0.0346,0.03
9,14,Pandora,509579059,283353614946.05,556.05,100.00,52.96,70.94,9.95,-2346313,0.0245,0.0199,0.0398,6.08
9,15,Oz,29547517,10732302071.52,363.22,34.10,72.91,1.83,19.75,-95023,0.0072,0.0171,0.0241,0.16
9,16,Abyssinia,602084,75759745.36,125.83,0.00,40.92,80.87,30.19,-19876,0.0000,0.0159,0.0264,0.05
9,17,Etherea,9707227,2185137427.91,225.10,15.62,30.20,31.28,21.63,-77416,0.0052,0.0201,0.0292,0.01
9,18,Hearthfire,726003,121062929.46,166.75,0.00,31.43,2.31,27.42,-5502,0.0000,0.0110,0.0190,0.02
9,19,Emberfall,688157,243852003.97,354.36,0.00,27.44,24.29,15.88,-11590,0.0000,0.0251,0.0175,0.02
9,20,Quartermaster,191480224,157112073206.92,820.51,100.00,66.62,18.37,6.73,-571718,0.0477,0.0103,0.0630,0.43
9,21,Icelandia,904876,203033594.21,224.38,0.00,29.13,35.56,11.98,-6978,0.0000,0.0211,0.0197,0.12
9,22,Utopia,28381222,3672730929.55,129.41,0.00,36.66,63.41,28.75,-448148,0.0000,0.0237,0.0160,0.17
9,23,Aurum,4659750,1393716242.87,299.10,0.00,64.80,50.51,15.89,-35511,0.0000,0.0210,0.0298,0.13
9,24,Highlands,2738729,710761845.26,259.52,6.39,42.25,17.17,26.43,-32247,0.0018,0.0275,0.0323,0.02
9,25,Ironhold,2957953,1010521242.99,341.63,0.00,30.85,79.34,26.56,-43990,0.0000,0.0111,0.0402,0.28
9,26,Valoria,44837841,12425513978.02,277.12,54.71,47.52,8.72,3.71,-280021,0.0246,0.0118,0.0418,0.13
9,27,Lorien,63867554,26262990778.63,411.21,93.49,62.62,1.04,23.17,-228654,0.0269,0.0177,0.0274,0.99
9,28,Glimmerhold,2815533,659652906.21,234.29,0.00,25.80,21.99,20.85,-26982,0.0000,0.0227,0.0266,0.04
9,29,Freeport,18941920,7861351888.85,415.02,48.32,76.00,0.69,8.18,-47254,0.0180,0.0221,0.0179,0.41
9,30,Lunar Isle,33720832,3318371891.23,98.41,0.00,59.65,63.44,24.37,-935585,0.0000,0.0118,0.0209,0.39
9,31,Silverleaf,38777527,6482965386.71,167.18,0.00,65.85,80.00,28.72,-1121067,0.0000,0.0317,0.0418,0.27
9,32,El Dorado,677356,131696184.60,194.43,18.27,31.09,28.20,19.66,-7461,0.0084,0.0233,0.0452,0.15
9,33,Skara Brae,5694421,1982407608.81,348.13,0.89,60.85,62.42,12.33,-49769,0.0004,0.0261,0.0134,0.03
9,34,Yonderland,23535117,3159126441.10,134.23,0.00,74.97,71.35,29.38,-521956,0.0000,0.0137,0.0207,0.27
